,title,price,link
27,Simple SQL QUERIES : with practical implementation  ,181,http://amazon.in//Simple-SQL-QUERIES-practical-implementation/dp/1685544118/ref=sr_1_28?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-28
28,PostgreSQL Query Optimization: The Ultimate Guide to Building Efficient Queries  ,"4,335",http://amazon.in//PostgreSQL-Query-Optimization-Ultimate-Efficient/dp/B0CK5GWWQ1/ref=sr_1_29?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-29
29,"The Definitive Guide to KQL: Using Kusto Query Language for operations, defending, and threat hunting (Business Skills)  ","3,483.",http://amazon.in//Definitive-Guide-KQL-operations-defending-ebook/dp/B0DFMRY6JN/ref=sr_1_30?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-30
30,SQL Query Design Patterns and Best Practices  ,"1,740",http://amazon.in//Query-Design-Patterns-Best-Practices/dp/1837633282/ref=sr_1_31?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-31
31,Excel Power Query: The Ultimate Step-by-Step Guide  ,0,http://amazon.in//Excel-Power-Query-Step-Step-ebook/dp/B0CRR2D33L/ref=sr_1_32?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-32
32,"Learn T-SQL From Scratch: An Easy-to-Follow Guide for Designing, Developing, and Deploying Databases in the SQL Server and Writing T-SQL Queries Efficiently  ",763,http://amazon.in//Learn-T-SQL-Scratch-Easy-Follow/dp/9391392415/ref=sr_1_33?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-33
33,Excel Power Pivot & Power Query For Dummies  ,353.,http://amazon.in//Excel-Power-Pivot-Query-Dummies-ebook/dp/B09R9L56NW/ref=sr_1_34?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-34
34,"Ultimate Excel with Power Query and ChatGPT: Master MS Excel's Dynamic Lookup Functions, Generative AI, and Power Query to Navigate Data, Solve Complex ... and Optimize Productivity (English Edition)  ",294.,http://amazon.in//Ultimate-Excel-Power-Query-ChatGPT-ebook/dp/B0CPLT6XBH/ref=sr_1_14?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060644&sprefix=lapt%2Caps%2C198&sr=8-14
35,SQL Server 2022 Query Performance Tuning: Troubleshoot and Optimize Query Performance  ,"5,276",http://amazon.in//Server-2022-Query-Performance-Tuning/dp/1484288904/ref=sr_1_35?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-35
36,Taxmann's Trust & NGOs â€“ Your Queries on Audit Reports (Form Nos. 10B & 10BB) & Income-tax Return (ITR-7) â€“ Compendium of 100+ FAQs with Thorough Analysis & Practical Guidance  ,489,http://amazon.in//Taxmanns-Trust-NGOs-Income-tax-Compendium/dp/9357784594/ref=sr_1_36?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-36
37,Taxmann's Your Queries on Law Relating to Prevention of Money Laundering | Investigation | Confiscation | Prosecution â€“ Covering question(s) of law on PMLA in a question & answer format  ,603,http://amazon.in//Prevention-Laundering-Investigation-Confiscation-Prosecution/dp/9356226717/ref=sr_1_37?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-37
38,"Getting started with Power Query in Power BI and Excel: Getting, transforming, and preparing the data. The first step towards data analysis (The Definitive ... Power Query in Power BI and Excel Book 1)  ",449,http://amazon.in//Getting-started-Power-Query-Excel-ebook/dp/B09DSPNZJH/ref=sr_1_38?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-38
39,"SPELLING BEE Practice Workbook - Prepare for CREST SPELL BEE .... Class 2 ... 1000+ questions ... from Spell India, an independent initiative .... for pre purchase queries whatsapp +91 9820354672  ",439,http://amazon.in//SPELLING-BEE-Practice-Workbook-independent/dp/B08FWVJZD2/ref=sr_1_39?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-39
40,Query: Getting Information from Data with the Wolfram Language  ,"2,859",http://amazon.in//Query-Getting-Information-Wolfram-Language/dp/1579550851/ref=sr_1_40?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-40
41,The Freelance Writer's Guide to Query Letters That Sell  ,299,http://amazon.in//Freelance-Writers-Guide-Query-Letters-ebook/dp/B077LLBLB7/ref=sr_1_41?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-41
42,"SPELLING BEE Practice Workbook - Prepare for HUMMING BIRD SPELL B .... Class 2 ... 1000+ practice questions ... from Spell India, an independent initiative .... for pre purchase queries whatsapp +91 9820354672  ",489,http://amazon.in//SPELLING-BEE-Practice-Workbook-independent/dp/B01M2UP5WG/ref=sr_1_43?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-43
43,"SPELLING BEE Practice Workbook - Prepare for HUMMING BIRD SPELL B .... Class 1 ... 1000+ questions ... from Spell India, an independent initiative .... for pre purchase queries whatsapp +91 9820354672  ",489,http://amazon.in//SPELLING-BEE-Practice-Workbook-independent/dp/B01MEC326L/ref=sr_1_44?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-44
44,Beginning SQL Queries: From Novice to Professional  ,"4,453",http://amazon.in//Beginning-SQL-Queries-Novice-Professional/dp/1484219546/ref=sr_1_15?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060644&sprefix=lapt%2Caps%2C198&sr=8-15
45,"SPELLING BEE Practice Workbook - Prepare for CREST SPELL BEE .... Class 3 ... 1000+ questions ...from Spell India, an independent initiative .... for pre purchase queries whatsapp +91 9820354672  ",439,http://amazon.in//SPELLING-BEE-Practice-Workbook-independent/dp/B08FXBKV1M/ref=sr_1_45?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-45
46,Mastering Power Query in Power BI and Excel: Learning real-world Power Query and M Techniques for a better data analysis (The Definitive Guide to Power Query in Power BI and Excel Book 2)  ,449,http://amazon.in//Mastering-Power-Query-Excel-real-world-ebook/dp/B09DTLC4S2/ref=sr_1_46?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-46
47,Rhyming Words - Level Two - Classes 1 to 4 students ... SPELL BEE ACADEMY ... for pre purchase queries whatsapp  ,289,http://amazon.in//Rhyming-Words-students-purchase-whatsapp/dp/B0CJ6LXQP8/ref=sr_1_47?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-47
48,SPELL BEE ACADEMY : Spelling - Spell Bee - WORD LIST Book for SENIOR KG ... 1000+ words (CVC / CVCC / Other words) a SPELL INDIA initiative ... for pre purchase queries whatsapp +91 9820354672  ,298,http://amazon.in//SPELL-BEE-ACADEMY-initiative-9820354672/dp/B08FX9SV3X/ref=sr_1_48?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060662&sprefix=lapt%2Caps%2C198&sr=8-48
49,The Definitive Guide to Power Query (M)  ,"1,520",http://amazon.in//Definitive-Guide-Power-Query-Transformation/dp/1835089720/ref=sr_1_1?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060666&sprefix=lapt%2Caps%2C198&sr=8-1
50,"Collect, Combine, and Transform Data Using Power Query in Excel and Power BI (Business Skills)  ","2,390.",http://amazon.in//Collect-Combine-Transform-Business-Skills-ebook/dp/B07HP9J35M/ref=sr_1_2?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060666&sprefix=lapt%2Caps%2C198&sr=8-2
51,COSMIC QUERIES  ,549,http://amazon.in//COSMIC-QUERIES-Neil-deGrasse-Tyson/dp/1426221770/ref=sr_1_3?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060666&sprefix=lapt%2Caps%2C198&sr=8-3
52,Master Your Data with Power Query in Excel and Power BI: Leveraging Power Query to Get & Transform Your Task Flow  ,"1,950",http://amazon.in//Master-Your-Data-Excel-Power/dp/1615470581/ref=sr_1_4?crid=1P0F954J3XGOI&dib=eyJ2IjoiMSJ9.M4Tv8crPqcWPyz8JM2ciWNcKyZhbvHd9xYL2Z8k4jWEFHfDXhp39o3dlxEOGB54VzrTIeY3JgLlr9kojT5M-AB9e4wpzFbOsUUGA2hRBZRRCTnLXG2yKWi1Wibbw7DEYlbSWv24jlstJoJJSYHaHh1vNB1vabtqQJfEtzWHdQs8rxx__TpYmJ62Sov2RCCgi3yUaWkBUfc7-2Zo91ckh1r6UjKMXWtBxorDj53JDRP7YQt5dJLznI-qLu5OKc28vHiZt8LSfEg7i9Bvw9IcMf0ynWe3HQxRnJ9XYwKqfffw.2lxECmWbI0AIMcZVllBnalgk5Ak61yVvdLcBYFOKR3I&dib_tag=se&keywords=%7Bquery%7D&qid=1726060666&sprefix=lapt%2Caps%2C198&sr=8-4
